
***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/12/2024	Data Set: 	1	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
10:21:02 AM	500.0	176.335	NaN	22.190	NaN		26.944	NaN
10:21:09 AM	450.0	177.022	NaN	22.144	NaN		26.966	NaN
10:21:16 AM	400.0	177.835	NaN	22.099	NaN		26.956	NaN
10:21:23 AM	350.0	178.711	NaN	22.047	NaN		26.960	NaN
10:21:29 AM	300.0	179.411	NaN	22.008	NaN		26.954	NaN
10:21:36 AM	250.0	180.521	NaN	21.942	NaN		26.962	NaN
10:21:43 AM	200.0	181.802	NaN	21.866	NaN		26.973	NaN
10:21:50 AM	150.0	183.269	NaN	21.789	NaN		26.949	NaN
10:21:56 AM	100.0	184.993	NaN	21.692	NaN		26.950	NaN
10:22:03 AM	50.0	186.578	NaN	21.606	NaN		26.942	NaN
10:22:10 AM	0.0	188.630	NaN	21.487	NaN		26.967	NaN
10:22:16 AM	-50.0	190.385	NaN	21.395	NaN		26.954	NaN
10:22:22 AM	-100.0	192.177	NaN	21.299	NaN		26.953	NaN
10:22:29 AM	-150.0	194.505	NaN	21.172	NaN		26.967	NaN
10:22:35 AM	-200.0	196.957	NaN	21.043	NaN		26.970	NaN
10:22:42 AM	-250.0	199.119	NaN	20.936	NaN		26.952	NaN
10:22:49 AM	-300.0	201.481	NaN	20.816	NaN		26.951	NaN
10:22:55 AM	-350.0	202.642	NaN	20.757	NaN		26.953	NaN
10:23:01 AM	-400.0	203.996	NaN	20.688	NaN		26.958	NaN
10:23:08 AM	-450.0	205.310	NaN	20.624	NaN		26.953	NaN
10:23:14 AM	-500.0	205.969	NaN	20.591	NaN		26.955	NaN
10:23:21 AM	-550.0	206.365	NaN	20.571	NaN		26.957	NaN
10:23:27 AM	-600.0	206.447	NaN	20.566	NaN		26.961	NaN
10:23:34 AM	-650.0	206.462	NaN	20.566	NaN		26.958	NaN
10:23:40 AM	-700.0	206.447	NaN	20.565	NaN		26.965	NaN
10:23:47 AM	-750.0	207.334	NaN	20.521	NaN		26.967	NaN
10:23:54 AM	-800.0	206.538	NaN	20.561	NaN		26.963	NaN
10:24:00 AM	-850.0	206.310	NaN	20.570	NaN		26.972	NaN
10:24:06 AM	-900.0	206.691	NaN	20.556	NaN		26.953	NaN
10:24:13 AM	-950.0	206.427	NaN	20.563	NaN		26.977	NaN
10:24:20 AM	-1000.0	206.299	NaN	20.572	NaN		26.966	NaN
10:24:27 AM	-1050.0	206.900	NaN	20.544	NaN		26.960	NaN
10:24:34 AM	-1100.0	206.859	NaN	20.545	NaN		26.964	NaN
10:24:41 AM	-1150.0	206.528	NaN	20.563	NaN		26.957	NaN
10:24:48 AM	-1200.0	206.783	NaN	20.551	NaN		26.955	NaN
10:24:55 AM	-1250.0	207.018	NaN	20.535	NaN		26.973	NaN
10:25:01 AM	-1300.0	206.993	NaN	20.533	NaN		26.986	NaN
10:25:08 AM	-1350.0	206.895	NaN	20.544	NaN		26.961	NaN
10:25:15 AM	-1400.0	206.844	NaN	20.544	NaN		26.971	NaN
10:25:22 AM	-1450.0	206.696	NaN	20.554	NaN		26.960	NaN

***********	*************	*************	**************	*************	*************	*************	*************
Data	from	Profix FW4	by	Pyro	Science
***********	*************	*************	**************	*************	*************	*************	*************
Date:	4/12/2024	Data Set: 	9	x (mm):	0.000	y (mm):	0,000

Time	Depth	A FireSting Ch1	B No sensor	A FireSting Ch1	B No sensor	Comment	A: Temp (ºC)	B: Temp (ºC)
	(µm)	(µmol/L)	(a.u.)	(raw value)	(raw value)	
10:25:48 AM	850.0	172.875	NaN	22.390	NaN		26.968	NaN
10:25:55 AM	800.0	172.195	NaN	22.429	NaN		26.976	NaN
10:26:02 AM	750.0	171.687	NaN	22.458	NaN		26.983	NaN
10:26:09 AM	700.0	171.968	NaN	22.442	NaN		26.979	NaN
10:26:16 AM	650.0	172.490	NaN	22.414	NaN		26.965	NaN
10:26:23 AM	600.0	173.076	NaN	22.383	NaN		26.948	NaN
10:26:30 AM	550.0	173.450	NaN	22.358	NaN		26.958	NaN
10:26:37 AM	500.0	174.222	NaN	22.311	NaN		26.961	NaN
10:26:44 AM	450.0	175.189	NaN	22.256	NaN		26.951	NaN
10:26:51 AM	400.0	175.783	NaN	22.218	NaN		26.962	NaN
10:26:58 AM	350.0	176.760	NaN	22.164	NaN		26.948	NaN
10:27:05 AM	300.0	177.804	NaN	22.098	NaN		26.967	NaN
10:27:12 AM	250.0	178.990	NaN	22.029	NaN		26.967	NaN
10:27:19 AM	200.0	180.360	NaN	21.949	NaN		26.971	NaN
10:27:26 AM	150.0	182.096	NaN	21.847	NaN		26.982	NaN
10:27:33 AM	100.0	184.020	NaN	21.747	NaN		26.948	NaN
10:27:39 AM	50.0	185.693	NaN	21.651	NaN		26.958	NaN
10:27:46 AM	0.0	187.844	NaN	21.530	NaN		26.967	NaN
10:27:53 AM	-50.0	189.946	NaN	21.417	NaN		26.961	NaN
10:28:00 AM	-100.0	191.597	NaN	21.324	NaN		26.977	NaN
10:28:07 AM	-150.0	194.187	NaN	21.189	NaN		26.966	NaN
10:28:13 AM	-200.0	196.554	NaN	21.065	NaN		26.966	NaN
10:28:20 AM	-250.0	198.880	NaN	20.950	NaN		26.945	NaN
10:28:27 AM	-300.0	200.859	NaN	20.848	NaN		26.949	NaN
10:28:34 AM	-350.0	202.931	NaN	20.744	NaN		26.947	NaN
10:28:41 AM	-400.0	204.398	NaN	20.668	NaN		26.958	NaN
10:28:48 AM	-450.0	205.194	NaN	20.631	NaN		26.948	NaN
10:28:55 AM	-500.0	206.050	NaN	20.586	NaN		26.959	NaN
10:29:02 AM	-550.0	206.265	NaN	20.565	NaN		27.001	NaN
10:29:09 AM	-600.0	206.212	NaN	20.579	NaN		26.955	NaN
10:29:15 AM	-650.0	206.488	NaN	20.560	NaN		26.977	NaN
10:29:22 AM	-700.0	206.971	NaN	20.540	NaN		26.962	NaN
10:29:28 AM	-750.0	206.925	NaN	20.547	NaN		26.943	NaN
10:29:35 AM	-800.0	207.166	NaN	20.530	NaN		26.964	NaN
10:29:42 AM	-850.0	206.554	NaN	20.556	NaN		26.980	NaN
10:29:49 AM	-900.0	206.686	NaN	20.553	NaN		26.966	NaN
10:29:55 AM	-950.0	207.109	NaN	20.534	NaN		26.959	NaN
10:30:02 AM	-1000.0	206.712	NaN	20.550	NaN		26.973	NaN
10:30:09 AM	-1050.0	206.839	NaN	20.547	NaN		26.960	NaN
10:30:16 AM	-1100.0	206.956	NaN	20.543	NaN		26.953	NaN
10:30:22 AM	-1150.0	207.599	NaN	20.518	NaN		26.927	NaN
10:30:29 AM	-1200.0	206.875	NaN	20.542	NaN		26.973	NaN
10:30:36 AM	-1250.0	206.849	NaN	20.545	NaN		26.966	NaN
10:30:43 AM	-1300.0	206.732	NaN	20.548	NaN		26.977	NaN
10:30:50 AM	-1350.0	207.313	NaN	20.527	NaN		26.947	NaN
10:30:57 AM	-1400.0	207.110	NaN	20.528	NaN		26.983	NaN
10:31:03 AM	-1450.0	206.824	NaN	20.546	NaN		26.967	NaN
